id	country	rule	tail	manufacturer	designation	site_country
11421	AR	LQ- registration	LQ-CLW	Cessna	500	Argentina
19309	IR	EP- registration	EP-ABD	Aero Commander	500	Iran
22658	NZ	ZK- registration	ZK-CWP	Aero Commander	500	New Zealand
19310	IR	EP- registration	EP-SNC	Aero Commander	500B	Iran
23893	US	USAF/US Army fiscal-year serial	81-23655	Hughes	500D	United States
7566	US	US registration (maker is not a UK airframe builder)	NX869	Travel Air	5000	United States
15979	GB	RAF pre-war single-letter serial	D7560	Avro	504K	United Kingdom
16003	GB	G- registration	G-ADEV	Avro	504K	United Kingdom
16272	GB	RAF pre-war single-letter serial	H2311	Avro	504K	United Kingdom
17149	GB	RAF pre-war single-letter serial	E3349	Avro	504K	Germany
22210	GB	RAF pre-war single-letter serial	E3747	Avro	504K	Australia
22398	AU	RAAF A-series serial	A3-4	Avro	504K	Australia
20343	GB	RAF pre-war single-letter serial	D8971	Avro	504K	Canada
21054	CA	G-C Canadian Empire-era mark	G-CYCK	Avro	504K	Canada
21055	CA	G-C Canadian Empire-era mark	G-CYFG	Avro	504K	Canada
14910	GB	RAF two-letter serial	VV106	Supermarine	510	United Kingdom
18736	FR	F- registration	F-AZVI	Avia	52A	France
7831	US	N-number	N711YY	Aero Commander	520	United States
25208	US	N-number	N104GC	Zlin	526	United States
7758	US	N-number	N526JP	Cessna	526	United States
26096	US	N-number	N5522T	Beech	55-58TC	United States
22330	AU	VH- registration	VH-SUV	Beech	56TC	Australia
26097	US	N-number	N300JR	Beech	56TC	United States
22331	AU	VH- registration	VH-SQJ	Beech	58	Australia
21997	AU	VH- registration	VH-PDW	Convair	580	Australia
22642	NZ	ZK- registration	ZK-CIB	Convair	580	New Zealand
24814	US	US registration (maker is not a UK airframe builder)	N8878	Travel Air	6B	United States
26098	US	N-number	N410G	Beech	60B-60	United States
21209	CA	CF- registration	CF-ANR	Kari-Keen	60Sioux Coupe	Canada
460	US	N-number	N4942V	Travel Air	6000A	United States
5993	US	N-number	N20741	Rearwin	6000M	United States
10588	US	N-number	N19415	Rearwin	6000M	United States
20849	CA	G-C Canadian Empire-era mark	G-CAVB	Avro	616Avian	Canada
21213	CA	CF- registration	CF-CDV	Avro	616Avian Mk IVM	Canada
21057	CA	CF- registration	CF-CDQ	Avro	616IVM Avian	Canada
22427	NZ	RNZAF serial	NZ203	Avro	626	New Zealand
22211	AU	RAAF A-series serial	A6-34	Avro	643Mk II	Australia
22060	AU	VH- registration	VH-AMB	Beech	65B80	Australia
7834	US	N-number	N23547	Aeronca	65C	United States
464	US	N-number	N33853	Aeronca	65CA	United States
21240	CA	CF- registration	CF-WLP	Aeronca	65LA Chief	Canada
18708	US	N-number	N36857	Aeronca	65TAC	France
24600	US	N-number	N36967	Aeronca	65TAC	United States
24032	US	N-number	N31749	Aeronca	65TC	United States
5751	US	N-number	N275DP	Beechcraft	65-90	United States
10490	US	N-number	N36874	Aeronca	65-TAL	United States
21767	GB	RAF pre-war single-letter serial	R9883	Avro	652A	Australia
21929	GB	RAF two-letter serial	MG872	Avro	652A	Australia
22048	GB	RAF pre-war single-letter serial	W2364	Avro	652A	Australia
22428	NZ	RNZAF serial	NZ406	Avro	652A Mk.I	New Zealand
11595	AR	LV- registration	LV-FBL	Avro	671	Argentina
9674	US	N-number	N131JG	Aero Commander	680	United States
22300	AU	VH- registration	VH-PSG	Aero Commander	680	Australia
17917	DE	D- registration	D-ILUX	Aero Commander	680F	Germany
26563	US	N-number	N6272X	Aero Commander	680F	United States
11258	BR	PT- registration	PT-CFR	Aero Commander	680FL	Brazil
23147	NO	LN- registration	LN-LMD	Aero Commander	680FL	Norway
19311	IR	EP- registration	EP-AHU	Aero Commander	680FLP	Iran
11627	AR	LV- registration	LV-FYF	Aero Commander	680Super Commander	Argentina
19312	IR	EP- registration	EP-GAU	Rockwell	681	Iran
19313	IR	EP- registration	EP-AKA	Rockwell	681B	Iran
22599	GB	British serial (maker is a UK airframe builder)	NX665	Avro	683B.VII	New Zealand
21577	GB	RAF two-letter serial	RF342	Government Aircraft Factories	694Mk 31	Australia
7833	US	N-number	N2735E	Aeronca	7AC	United States
23961	US	N-number	N1885E	Aeronca	7AC	United States
24569	US	N-number	N3033E	Aeronca	7AC	United States
24602	US	N-number	N8111N	Aeronca	7AC	United States
26928	US	N-number	N3144E	Aeronca	7AC	United States
26970	US	N-number	N83032	Aeronca	7AC	United States
20609	CA	CF- registration	CF-IHU	Aeronca	7Champion	Canada
26878	US	N-number	N4715E	Aeronca	7EC	United States
23966	US	N-number	N345FD	Bellanca	7GCBC	United States
21280	CA	CF- registration	CF-OGF	Aeronca	7KC Olympia	Canada
10631	US	US registration (maker is not a UK airframe builder)	N6753	Monocoupe	70	United States
23970	US	US registration (maker is not a UK airframe builder)	N6731	Monocoupe	70	United States
7863	US	N-number	N18768	Rearwin	7000	United States
26919	US	N-number	N15809	Rearwin	7000	United States
5327	FR	F- registration	F-BHSL	Boeing	707	France
13293	PY	ZP- registration	ZP-CCE	Boeing	707-321B	Paraguay
13294	PY	ZP- registration	ZP-CCF	Boeing	707-321B	Paraguay
12882	CL	CC- registration	CC-CCG	Boeing	707-330B	Chile
10666	UG	5X- registration	5X-CAU	Boeing	707-436	Uganda
21936	AU	VH- registration	VH-EBM	Boeing	707-138B	Australia
22067	AU	VH- registration	VH-XBA	Boeing	707-138B	Australia
19285	IR	EP- registration	EP-IRJ	Boeing	707-321B	Iran
21935	AU	RAAF A-series serial	A20-627	Boeing	707-338C	Australia
15547	GB	G- registration	G-APFJ	Boeing	707-436	United Kingdom
16160	GB	G- registration	G-APFG	Boeing	707-436	United Kingdom
14363	GB	RAF two-letter serial	WZ736	Avro	707A	United Kingdom
22257	GB	RAF two-letter serial	WD280	Avro	707A	Australia
14269	GB	RAF two-letter serial	WZ744	Avro	707C	United Kingdom
7112	US	US registration (maker is not a UK airframe builder)	N9135	Fairchild	71	United States
13814	IN	VT- registration	VT-ERS	Boeing	720	India
10694	KE	5Y- registration	5Y-BBX	Boeing	720-047B	Kenya
20974	CA	C-F/G registration	C-FETB	Boeing	720-023B	Canada
22434	NZ	RNZAF serial	NZ7272	Boeing	727-100C	New Zealand
10686	KE	5Y- registration	5Y-BMW	Boeing	727-25F	Eritrea
12966	CO	HK- registration	HK-727	Boeing	727-59	Colombia
3914	US	N-number	N7004U	Boeing	727-100	United States
6396	US	N-number	N7001U	Boeing	727-100	United States
23793	CO	HK- registration	HK-3133X	Boeing	727-100	Costa Rica
23737	IS	TF- registration	TF-FIE	Boeing	727-108C	Iceland
7750	US	N-number	N199FE	Boeing	727-173C	United States
10794	MA	CN- registration	CN-CCG	Boeing	727-200	Morocco
10989	BR	PT- registration	PT-MTC	Boeing	727-200	Brazil
11181	BR	PR- registration	PR-TTP	Boeing	727-200	Brazil
23863	US	N-number	N369FA	Boeing	727-200	Costa Rica
26980	US	N-number	N246FE	Boeing	727-200	United States
10847	BR	PR- registration	PR-IOD	Boeing	727-200F	Brazil
10957	BR	PP- registration	PP-SFG	Boeing	727-200F	Brazil
10996	BR	PP- registration	PP-BLR	Boeing	727-200F	Brazil
11216	BR	PR- registration	PR-IOG	Boeing	727-200F	Brazil
11217	BR	PR- registration	PR-RLJ	Boeing	727-200F	Brazil
11277	BR	PR- registration	PR-IOF	Boeing	727-200F	Brazil
26584	US	N-number	N7017U	Boeing	727-22	United States
23846	US	N-number	N469FE	Boeing	727-225	El Salvador
18277	FR	F- registration	F-BPJR	Boeing	727-228	France
14131	CD	9Q- registration	9Q-CGB	Boeing	727-22C	Democratic Republic of the Congo
5326	US	N-number	N166FE	Boeing	727-22F	France
19347	IR	EP- registration	EP-ASC	Boeing	727-286	Iran
19287	IR	EP- registration	EP-PLN	Boeing	727-30	Iran
19286	IR	EP- registration	EP-GDS	Boeing	727-81	Iran
8781	ID	PK- registration	PK-YTW	Boeing	737-200	Indonesia
12785	AR	LV- registration	LV-ZYI	Boeing	737-200	Chile
11316	AR	LV- registration	LV-ZRO	Boeing	737-236	Argentina
12782	CL	CC- registration	CC-CSK	Boeing	737-281	Chile
11352	AR	LV- registration	LV-ZZC	Boeing	737-2E1	Argentina
11450	AR	LV- registration	LV-WGX	Boeing	737-2P6	Argentina
10699	KE	5Y- registration	5Y-KQH	Boeing	737-700	Kenya
7003	US	N-number	N102SW	Boeing	737-200	United States
7751	US	N-number	N29SW	Boeing	737-200	United States
10795	MA	CN- registration	CN-RMI	Boeing	737-200	Morocco
10796	MA	CN- registration	CN-RMK	Boeing	737-200	Morocco
10849	BR	PP- registration	PP-SMP	Boeing	737-200	Brazil
10926	BR	PR- registration	PR-MTG	Boeing	737-200	Brazil
10932	BR	PT- registration	PT-MTA	Boeing	737-200	Brazil
11018	BR	PP- registration	PP-SMA	Boeing	737-200	Brazil
11272	BR	PP- registration	PP-SMC	Boeing	737-200	Brazil
11279	BR	PP- registration	PP-SMB	Boeing	737-200	Brazil
13744	IN	VT- registration	VT-EGJ	Boeing	737-200	India
19950	MX	XA- registration	XA-UKW	Boeing	737-200	Turkey
20414	CA	C-F/G registration	C-GIPW	Boeing	737-200	Canada
22329	US	N-number	N732HV	Boeing	737-200	Australia
23859	GT	TG- registration	TG-REX	Boeing	737-200	Nicaragua
10104	ZA	ZS- registration	ZS-SMD	Boeing	737-219	South Africa
14420	GB	G- registration	G-CEAH	Boeing	737-229	United Kingdom
23137	ZA	ZS- registration	ZS-EVE	Boeing	737-230	Norway
19288	IR	EP- registration	EP-IGA	Boeing	737-270C	Iran
19289	IR	EP- registration	EP-IGD	Boeing	737-270C	Iran
9928	ZA	ZS- registration	ZS-BIL	Boeing	737-277	South Africa
11377	AR	LV- registration	LV-WTX	Boeing	737-281	Argentina
19290	IR	EP- registration	EP-IRF	Boeing	737-286	Iran
19291	IR	EP- registration	EP-IRH	Boeing	737-286C	Iran
19292	IR	EP- registration	EP-IRI	Boeing	737-286C	Iran
12726	AR	LV- registration	LV-JTD	Boeing	737-287	Argentina
27256	US	N-number	N740AS	Boeing	737-290C	United States
14132	CD	9Q- registration	9Q-CNK	Boeing	737-298C	Democratic Republic of the Congo
7002	US	N-number	N300SW	Boeing	737-300	United States
11179	BR	PP- registration	PP-SFJ	Boeing	737-300	Brazil
11180	US	N-number	N393US	Boeing	737-300	Brazil
23259	NO	LN- registration	LN-KKW	Boeing	737-3K9	Norway
16162	US	N-number	N470AC	Boeing	737-3L9	United Kingdom
31521	IE	EI- registration	EI-DNZ	Boeing	737-3TO	Mexico
19852	TR	TC- registration	TC-SKF	Boeing	737-400	Turkey
20075	TR	TC- registration	TC-CPF	Boeing	737-800	Turkey
9005	TH	HS- registration	HS-UTB	Boeing	747-200	Thailand
17925	DE	D- registration	D-ABYM	Boeing	747-230B	Germany
9004	TH	HS- registration	HS-STA	Boeing	747-400	Thailand
3916	US	N-number	N747GE	Boeing	747-121	United States
6398	US	US registration (maker is not a UK airframe builder)	N7470	Boeing	747-121	United States
5325	FR	F- registration	F-BPVJ	Boeing	747-128	France
6290	US	N-number	N481EV	Boeing	747-132	United States
3191	GB	G- registration	G-AWNG	Boeing	747-136	United States
6291	US	N-number	N482EV	Boeing	747-212B	United States
16161	GB	G- registration	G-BDXH	Boeing	747-236B	United Kingdom
22066	AU	VH- registration	VH-EBQ	Boeing	747-238B	Australia
10102	ZA	ZS- registration	ZS-SAN	Boeing	747-244B	South Africa
19293	IR	EP- registration	EP-ICC	Boeing	747-2J9F	Iran
24806	US	N-number	N661US	Boeing	747-400	United States
21937	AU	VH- registration	VH-OJA	Boeing	747-438	Australia
16159	HK	B-H/K/L Hong Kong registration	B-HUI	Boeing	747-467	United Kingdom
3917	US	N-number	N747NA	Boeing	747SP	United States
10103	ZA	ZS- registration	ZS-SPC	Boeing	747SP-44	South Africa
1897	US	N-number	N911NA	Boeing	747SR-46	United States
22235	AU	RAAF A-series serial	A10-601	Hawker Siddeley	748	Australia
24807	US	N-number	N608DA	Boeing	757-200	United States
20852	CA	CF- registration	CF-THB	Vickers	757Viscount	Canada
10876	BR	PT- registration	PT-TAC	Boeing	767-200	Brazil
24805	US	N-number	N102DA	Boeing	767-200	United States
3918	HK	B-H/K/L Hong Kong registration	B-HNL	Boeing	777-200	United States
3919	US	N-number	N787EX	Boeing	787-8	United States
10516	US	N-number	N7567E	Champion	7EC	United States
6959	US	N-number	N9141L	Champion	7ECA	United States
21047	GB	RAF pre-war single-letter serial	E6938	Sopwith	7F.1Snipe	Canada
19799	TR	TC- registration	TC-TGM	Bellanca	7GCBC	Turkey
7115	US	N-number	N17662	Spartan	7W	United States
7851	US	N-number	N1172B	Luscombe	8A	United States
10560	US	N-number	N72070	Luscombe	8A	United States
19353	US	N-number	N77945	Luscombe	8A	Iran
25223	US	N-number	N72025	Luscombe	8A	United States
27026	US	N-number	N71219	Luscombe	8A	United States
20506	CA	CF- registration	CF-BSR	Luscombe	8A Silvaire	Canada
26918	US	N-number	N1533B	Luscombe	8E	United States
21266	CA	CF- registration	CF-JRV	Luscombe	8E Silvaire	Canada
7077	US	N-number	N478TF	Luscombe	8T8F	United States
20428	CA	C-F/G registration	C-FMHW	Fleet	80Canuck	Canada
20660	CA	CF- registration	CF-HOU	Fleet	80Canuck	Canada
20965	CA	CF- registration	CF-ENH	Fleet	80Canuck	Canada
21154	CA	CF- registration	CF-EBE	Fleet	80Canuck	Canada
5994	US	N-number	N4404W	Rearwin	8135	United States
10589	US	N-number	N25545	Rearwin	8135	United States
24033	US	N-number	N25546	Rearwin	8135	United States
25101	US	N-number	N25549	Rearwin	8135	United States
26921	US	N-number	N25555	Rearwin	8135	United States
26922	US	N-number	N44533	Rearwin	8135	United States
7861	US	N-number	N37753	Rearwin	8135T	United States
26923	US	N-number	N37885	Rearwin	8135T	United States
21060	CA	CF- registration	CF-AXL	Fairchild	82A	Canada
11589	AR	LV- registration	LV-FHZ	Fairchild	82D	Argentina
24812	US	N-number	N880AJ	Convair	880-22-1	United States
22333	AU	VH- registration	VH-CFD	American Champion	8GCBC	Australia
6596	US	N-number	N276R	American Champion	8KCAB	United States
7119	US	US registration (maker is not a UK airframe builder)	N1536	Waco	9	United States
23276	NO	LN- registration	LN-GAH	Grunau	9	Norway
26099	US	N-number	N7000B	Beech	90-65-A90-1	United States
10564	US	N-number	N18166	Monocoupe	90A	United States
23959	US	N-number	N11750	Monocoupe	90A	United States
11157	BR	PP- registration	PP-SQR	Saab	90A-2	Brazil
5943	US	N-number	N38904	Monocoupe	90AW	United States
8349	US	N-number	N119V	Monocoupe	90L	United States
10629	US	US registration (maker is not a UK airframe builder)	N3791	Travel Air	9000	United States
10590	US	N-number	N18008	Rearwin	9000	United States
18750	FR	F- registration	F-CCCP	Breguet	901S	France
18751	FR	F- registration	F-CCFN	Breguet	904S	France
4491	US	N-number	N1512H	Lark	95	United States
24765	US	N-number	N97RG	Beech	95B55	United States
26095	US	N-number	N9526Y	Beech	95B95A	United States
21761	AU	VH- registration	VH-FDJ	Beech	95C55	Australia
7123	US	N-number	N15165	Stinson	A	United States
24646	US	N-number	N1379M	Morane-Saulnier	A I	United States
17625	DE	D- registration	D-MDJU	Junkers	A 50Junior	Germany
23613	FI	OH- registration	OH-ABB	Junkers	A 50Junior	Finland
4005	US	USAF/US Army fiscal-year serial	75-0298	Fairchild	A-10A	United States
5680	US	USAF/US Army fiscal-year serial	75-0270	Fairchild Republic	A-10A	United States
6202	US	USAF/US Army fiscal-year serial	77-0259	Fairchild Republic	A-10A	United Kingdom
6520	US	USAF/US Army fiscal-year serial	73-1666	Fairchild Republic	A-10A	United States
6655	US	USAF/US Army fiscal-year serial	78-0608	Fairchild Republic	A-10A	United States
6691	US	USAF/US Army fiscal-year serial	77-0255	Fairchild Republic	A-10A	United States
7413	US	USAF/US Army fiscal-year serial	76-0547	Fairchild Republic	A-10A	United States
7531	US	USAF/US Army fiscal-year serial	77-0199	Fairchild Republic	A-10A	United States
8137	US	USAF/US Army fiscal-year serial	77-0205	Fairchild Republic	A-10A	United States
8433	US	USAF/US Army fiscal-year serial	76-0530	Fairchild Republic	A-10A	United States
10132	US	USAF/US Army fiscal-year serial	75-0288	Fairchild Republic	A-10A	United States
10386	US	USAF/US Army fiscal-year serial	77-0244	Fairchild Republic	A-10A	United States
14293	US	USAF/US Army fiscal-year serial	80-0219	Fairchild Republic	A-10A	United Kingdom
20099	US	USAF/US Army fiscal-year serial	77-0216	Fairchild Republic	A-10A	United States
24220	US	USAF/US Army fiscal-year serial	76-0516	Fairchild Republic	A-10A	United States
24239	US	USAF/US Army fiscal-year serial	80-0247	Fairchild Republic	A-10A	United States
24304	US	USAF/US Army fiscal-year serial	76-0535	Fairchild Republic	A-10A	United States
24305	US	USAF/US Army fiscal-year serial	77-0252	Fairchild Republic	A-10A	United States
24360	US	USAF/US Army fiscal-year serial	75-0263	Fairchild Republic	A-10A	United States
24419	US	USAF/US Army fiscal-year serial	76-0523	Fairchild Republic	A-10A	United States
24717	US	USAF/US Army fiscal-year serial	75-0293	Fairchild Republic	A-10A	United States
24862	US	USAF/US Army fiscal-year serial	75-0308	Fairchild Republic	A-10A	United States
24948	US	USAF/US Army fiscal-year serial	75-0305	Fairchild Republic	A-10A	United States
25033	US	USAF/US Army fiscal-year serial	79-0173	Fairchild Republic	A-10A	United States
25241	US	USAF/US Army fiscal-year serial	79-0103	Fairchild Republic	A-10A	United States
25256	US	USAF/US Army fiscal-year serial	79-0100	Fairchild Republic	A-10A	United States
25642	US	USAF/US Army fiscal-year serial	77-0221	Fairchild Republic	A-10A	United States
25643	US	USAF/US Army fiscal-year serial	77-0196	Fairchild Republic	A-10A	United States
25889	US	USAF/US Army fiscal-year serial	81-0987	Fairchild Republic	A-10A	United States
25925	US	USAF/US Army fiscal-year serial	75-0309	Fairchild Republic	A-10A	United States
25964	US	USAF/US Army fiscal-year serial	79-0097	Fairchild Republic	A-10A	United States
26027	US	USAF/US Army fiscal-year serial	73-1667	Fairchild Republic	A-10A	United States
26125	US	USAF/US Army fiscal-year serial	78-0687	Fairchild Republic	A-10A	United States
26305	US	USAF/US Army fiscal-year serial	76-0520	Fairchild Republic	A-10A	United States
26306	US	USAF/US Army fiscal-year serial	76-0552	Fairchild Republic	A-10A	United States
26403	US	USAF/US Army fiscal-year serial	78-0708	Fairchild Republic	A-10A	United States
26529	US	USAF/US Army fiscal-year serial	77-0228	Fairchild Republic	A-10A	United States
26741	US	USAF/US Army fiscal-year serial	80-0168	Fairchild Republic	A-10A	United States
27298	US	USAF/US Army fiscal-year serial	75-0289	Fairchild Republic	A-10A	United States
869	US	USAF/US Army fiscal-year serial	73-1664	Fairchild Republic	A-10B	United States
6308	US	USAF/US Army fiscal-year serial	80-0186	Fairchild Republic	A-10C	United States
25391	US	USAF/US Army fiscal-year serial	79-0088	Fairchild Republic	A-10C	United States
25539	US	USAF/US Army fiscal-year serial	79-0087	Fairchild Republic	A-10C	United States
24135	US	N-number	N484SM	Mitchell Wing	A-10D	United States
21204	CA	CF- registration	CF-AHY	American Eagle	A-101	Canada
3126	US	USAF/US Army fiscal-year serial	60-6924	Lockheed	A-12	United States
24441	US	USAF/US Army fiscal-year serial	60-6925	Lockheed	A-12	United States
100	US	USAF/US Army fiscal-year serial	60-6933	Lockheed	A-12	United States
9629	US	USAF/US Army fiscal-year serial	60-6937	Lockheed	A-12	United States
9889	US	USAF/US Army fiscal-year serial	60-6930	Lockheed	A-12	United States
9915	US	USAF/US Army fiscal-year serial	60-6938	Lockheed	A-12	United States
1997	US	USAF/US Army fiscal-year serial	60-6927	Lockheed	A-12B	United States
7779	US	N-number	N536E	American Eagle	A-129	United States
24605	US	N-number	N513H	American Eagle	A-129	United States
5718	US	N-number	N2907V	CallAir	A-2	United States
10532	US	N-number	N8323H	Emigh	A-2	United States
22230	AU	RAAF A-series serial	A28-8	Douglas	A-20C	Australia
16449	US	USAF/US Army fiscal-year serial	41-19393	Douglas	A-20C	United Kingdom
3979	US	USAF/US Army fiscal-year serial	43-9436	Douglas	A-20G	United States
4136	US	USAF/US Army fiscal-year serial	43-22200	Douglas	A-20G	United States
16452	US	USAF/US Army fiscal-year serial	43-21664	Douglas	A-20G	United Kingdom
22195	US	USAF/US Army fiscal-year serial	42-86786	Douglas Aircraft	A-20G	Australia
