id,state,museum,aircraft,aliases_before,aliases_after,description_before,description_after,had_description
6267,Cambridgeshire,Imperial War Museum Duxford,McDonnell Douglas F-15-A 76-0020,on loan from NMUSAF,,,on loan from NMUSAF,False
6266,Cambridgeshire,Imperial War Museum Duxford,McDonnell Douglas F-4-J 155529,ZE359 | F-4J(UK) | VF-74 markings,ZE359,,F-4J(UK); VF-74 markings,False
6264,Cambridgeshire,Imperial War Museum Duxford,Messerschmitt Bf 109-E-3 1190,force-landed 1940 | displayed as crashed,,,force-landed 1940; displayed as crashed,False
6275,Cambridgeshire,Imperial War Museum Duxford,Noorduyn Harvard-IIB FE695,G-BTXI | airworthy,G-BTXI,,airworthy,False
6269,Cambridgeshire,Imperial War Museum Duxford,North American B-25-J 43-4064,previously displayed as 44-31171 | PBJ-1J markings,,,previously displayed as 44-31171; PBJ-1J markings,False
6270,Cambridgeshire,Imperial War Museum Duxford,North American P-51-D 44-11631,code MX-V,,,code MX-V,False
6271,Cambridgeshire,Imperial War Museum Duxford,North American P-51-D 44-13521,G-MRLL | code 5Q-B | airworthy,G-MRLL,,code 5Q-B; airworthy,False
6272,Cambridgeshire,Imperial War Museum Duxford,North American P-51-D 44-72216,G-BIXL | code HO-M | airworthy,G-BIXL,,code HO-M; airworthy,False
6274,Cambridgeshire,Imperial War Museum Duxford,Republic P-47-D 42-26413,78th FG markings | composite static rebuild,,,78th FG markings; composite static rebuild,False
6273,Cambridgeshire,Imperial War Museum Duxford,Republic P-47-D 45-49192,G-THUN | code F4-J | airworthy,G-THUN,,code F4-J; airworthy,False
6276,Cambridgeshire,Imperial War Museum Duxford,SPAD XIII,replica | represents S.4513 Rickenbacker,,,replica; represents S.4513 Rickenbacker,False
6247,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-FR.XIVE MV293,G-SPIT | airworthy,G-SPIT,,airworthy,False
6246,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-HF.VIIIC MT928,G-BKMI | code ZX-M | airworthy,G-BKMI,,code ZX-M; airworthy,False
6250,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-IA N3200,G-CFGJ | code QV | airworthy,G-CFGJ,,code QV; airworthy,False
6245,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-LF.IXB MH434,G-ASJV | code ZD-B | airworthy,G-ASJV,,code ZD-B; airworthy,False
6248,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-LF.XVIE RN201,G-BSKP | airworthy,G-BSKP,,airworthy,False
6249,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-LF.XVIE RW382,G-PBIX | code WZ-RR | airworthy,G-PBIX,,code WZ-RR; airworthy,False
6252,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-PR.XI PL983,G-PRXI | NHS Spitfire 2020 | airworthy,G-PRXI | NHS Spitfire 2020,,airworthy,False
6253,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-T.9 PT462,G-CTIX | code SW-A | two-seat conversion | airworthy,G-CTIX,,code SW-A; two-seat conversion; airworthy,False
6251,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-T.9 PV202,G-CCCA | two-seat conversion | airworthy,G-CCCA,,two-seat conversion; airworthy,False
6243,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-VB BM597,G-MKVB | code JH-C | airworthy,G-MKVB,,code JH-C; airworthy,False
6254,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-VB EP120,G-LFVB | airworthy,G-LFVB,,airworthy,False
6244,Cambridgeshire,Imperial War Museum Duxford,Supermarine Spitfire-VC EE602,G-IBSY | code DV-V | airworthy,G-IBSY,,code DV-V; airworthy,False
6256,Cambridgeshire,Imperial War Museum Duxford,Westland Lysander-III V9673,code MA-J,,,code MA-J,False
6257,Cambridgeshire,Imperial War Museum Duxford,Westland Lysander-IIIA V9312,G-CCOM | airworthy,G-CCOM,,airworthy,False
6261,Cambridgeshire,Imperial War Museum Duxford,Westland Wasp-HAS.1 XS567,code 434,,,code 434,False
6258,Cambridgeshire,Imperial War Museum Duxford,Westland Wessex-HAS.1 XS863,code 304/R,,,code 304/R,False
7996,Colorado,Aviators Memorial Park,Grumman A-6-E 154131,USMC markings | roundabout at the airport entrance,,,USMC markings; roundabout at the airport entrance,False
7997,Colorado,Aviators Memorial Park,Grumman F-11-A 141796,c/n 113 | F11F-1 | ex-F11F-1 | ex-Pima | Blue Angels markings,c/n 113 | F11F-1,,ex-F11F-1; ex-Pima; Blue Angels markings,False
8007,Colorado,Buckley 140th Wing Heritage Displays,Bell AH-1-F 80-23512,c/n 22300 | Colorado Army National Guard side of the base,c/n 22300,,Colorado Army National Guard side of the base,False
8001,Colorado,Buckley 140th Wing Heritage Displays,General Dynamics F-16-A 79-0373,Block 10 | c/n 61-158 | ex-battle damage repair trainer 1995 | 140th FW Colorado ANG markings | NMUSAF loan | photographed August 2023,Block 10 | c/n 61-158,,ex-battle damage repair trainer 1995; 140th FW Colorado ANG markings; NMUSAF loan; photographed August 2023,False
8003,Colorado,Buckley 140th Wing Heritage Displays,North American F-100-A 53-1578,c/n 192-73 | painted as F-100C 54-1897 lost in Vietnam with Aurora native Maj Clyde Seiler | NMUSAF loan,c/n 192-73,,painted as F-100C 54-1897 lost in Vietnam with Aurora native Maj Clyde Seiler; NMUSAF loan,False
8005,Colorado,Buckley 140th Wing Heritage Displays,North American F-100-D 56-3299,c/n 235-397 | painted as F-100C 54-1953 of the Colorado Air Guard lost 1971 | NMUSAF loan | ex-Wings Over the Rockies,c/n 235-397,,painted as F-100C 54-1953 of the Colorado Air Guard lost 1971; NMUSAF loan; ex-Wings Over the Rockies,False
8002,Colorado,Buckley 140th Wing Heritage Displays,North American F-86-F 51-2884,c/n 172-167 | N57966 | ex-N57966 | displayed in Colorado ANG markings as 12988 | NMUSAF loan,c/n 172-167 | N57966,,ex-N57966; displayed in Colorado ANG markings as 12988; NMUSAF loan,False
8006,Colorado,Buckley 140th Wing Heritage Displays,North American T-6,identity unresolved between SNJ-5 BuNo 90769 c/n 88-17977 per Aerial Visuals and AT-6D 42-86196 per the NMUSAF loan list,,,identity unresolved between SNJ-5 BuNo 90769 c/n 88-17977 per Aerial Visuals and AT-6D 42-86196 per the NMUSAF loan list,False
8004,Colorado,Buckley 140th Wing Heritage Displays,Vought A-7-D 70-1001,c/n D-147 | Gunsmoke 1981 champions Colorado ANG Cougars markings | displayed September 1992 | NMUSAF loan,c/n D-147,,Gunsmoke 1981 champions Colorado ANG Cougars markings; displayed September 1992; NMUSAF loan,False
8009,Colorado,Butts Army Airfield Static Displays,Bell AH-1-F 79-23247,from an unreviewed Aerial Visuals record which mislabels it USAF,,,from an unreviewed Aerial Visuals record which mislabels it USAF,False
8010,Colorado,Butts Army Airfield Static Displays,Bell AH-1-S 67-15687,from an unreviewed Aerial Visuals record,,,from an unreviewed Aerial Visuals record,False
8008,Colorado,Butts Army Airfield Static Displays,Bell UH-1 65-9899,from an unreviewed Aerial Visuals record | sub-variant not established,,,from an unreviewed Aerial Visuals record; sub-variant not established,False
8011,Colorado,CAF Mile High Wing,Beechcraft SNB-5 N49265,FAA type UC-45J c/n 39265 | airworthy,,,FAA type UC-45J c/n 39265; airworthy,False
8012,Colorado,CAF Mile High Wing,North American T-28-A N92TL,USAF 49-1592 | acquired by the CAF late 2025 and arrived at Broomfield March 2026 | passenger flights pending FAA approval,USAF 49-1592,,acquired by the CAF late 2025 and arrived at Broomfield March 2026; passenger flights pending FAA approval,False
8013,Colorado,CAF Rocky Mountain Wing Museum,General Motors TBM-3E N53503,BuNo 53503 | painted 309 | acquired 1984 and restored 1989 | airworthy rides aircraft | National Register of Historic Places 2017 | registered to CAF headquarters,BuNo 53503,,painted 309; acquired 1984 and restored 1989; airworthy rides aircraft; National Register of Historic Places 2017; registered to CAF headquarters,False
8014,Colorado,CAF Rocky Mountain Wing Museum,Piper J-3-C-65 N6125H,c/n 19286 | flown as an L-4 Grasshopper | acquired 1996 | airworthy,c/n 19286,,flown as an L-4 Grasshopper; acquired 1996; airworthy,False
7999,Colorado,Col. Leo Sidney Boston War Memorial Park,Bell AH-1-F 67-15599,c/n 20263 | mounted on a pedestal above the Huey in a rescue tableau,c/n 20263,,mounted on a pedestal above the Huey in a rescue tableau,False
8000,Colorado,Col. Leo Sidney Boston War Memorial Park,Bell UH-1,serial not identified | medevac tableau beneath the Cobra,,,serial not identified; medevac tableau beneath the Cobra,False
7998,Colorado,Col. Leo Sidney Boston War Memorial Park,McDonnell F-4-C 63-7551,c/n 0585 | SAM-damaged in Vietnam | ex-Lowry AFB munitions trainer | XN tail code of the 559th TFS 12th TFW Cam Ranh Bay | 12th TFW memorial | NMUSAF loan | photographed 2021,c/n 0585,,SAM-damaged in Vietnam; ex-Lowry AFB munitions trainer; XN tail code of the 559th TFS 12th TFW Cam Ranh Bay; 12th TFW memorial; NMUSAF loan; photographed 2021,False
8015,Colorado,Costilla County Veterans Park,Lockheed T-33-A,ex-Battle Mountain Nevada | installed on a pedestal 30 October 2007 | identity conflict between 57-6560 per Wikipedia and Navy TV-2 BuNo 138064 c/n 580-9004 per Aerial Visuals,,,ex-Battle Mountain Nevada; installed on a pedestal 30 October 2007; identity conflict between 57-6560 per Wikipedia and Navy TV-2 BuNo 138064 c/n 580-9004 per Aerial Visuals,False
8016,Colorado,Cripple Creek Veterans Memorial,Bell UH-1-M 65-9541,QUH-1M per Aerial Visuals,,,QUH-1M per Aerial Visuals,False
8017,Colorado,Flagler Town Park,Lockheed T-33-A 57-0587,c/n 580-1316 | NMUSAF loan to the Town of Flagler,c/n 580-1316,,NMUSAF loan to the Town of Flagler,False
8018,Colorado,Flagler Town Park,Martin MGM-13-A 58-1463,marked 81463 | TM-76A | ex-TM-76A | NMUSAF loan,marked 81463 | TM-76A,,ex-TM-76A; NMUSAF loan,False
8020,Colorado,Greeley-Weld County Airport,Northrop T-38-A 60-0586,c/n N.5159 | GT-38A ground trainer | NMUSAF loan to the Greeley-Weld County Airport Authority,c/n N.5159,,GT-38A ground trainer; NMUSAF loan to the Greeley-Weld County Airport Authority,False
8019,Colorado,Greeley-Weld County Airport,Vought A-7-D 69-6242,c/n D72 | ex-162nd TFTG Tucson | ex-Colorado ANG loan | to Greeley about 2004,c/n D72,,ex-162nd TFTG Tucson; ex-Colorado ANG loan; to Greeley about 2004,False
8021,Colorado,Homelake Veterans Community Living Center,Vought A-7-D 69-6193,c/n D-021 | GA-7D | ex-GA-7D | ex-Yankee Air Museum | NMUSAF loan to the Homelake Historic Preservation and Restoration Foundation,c/n D-021 | GA-7D,,ex-GA-7D; ex-Yankee Air Museum; NMUSAF loan to the Homelake Historic Preservation and Restoration Foundation,False
8022,Colorado,Kremmling Veterans Memorial Park,Bell AH-1-F 68-15001,memorial created 2004 by VFW Post 9374 | mounted about 8 feet up | serial from a single source,,,memorial created 2004 by VFW Post 9374; mounted about 8 feet up; serial from a single source,False
8023,Colorado,Montrose Regional Airport,Vought A-7-D 70-1055,NMUSAF loan to Montrose County | photographed 2011,,,NMUSAF loan to Montrose County; photographed 2011,False
8053,Colorado,National Museum of World War II Aviation,Beechcraft D18-S,C-45 type | identity not published | restoration project per the April 2026 roster,,,C-45 type; identity not published; restoration project per the April 2026 roster,False
8048,Colorado,National Museum of World War II Aviation,Beechcraft E18-S N404T,c/n BA-432 | 2003 AirVenture Oshkosh Grand Champion | Greatest Generation Naval Museum loan | airworthy,c/n BA-432,,2003 AirVenture Oshkosh Grand Champion; Greatest Generation Naval Museum loan; airworthy,False
8046,Colorado,National Museum of World War II Aviation,Beechcraft T-34-B N5QN,FAA type D-45 c/n BG-6 | Greatest Generation Naval Museum loan | airworthy,,,FAA type D-45 c/n BG-6; Greatest Generation Naval Museum loan; airworthy,False
8033,Colorado,National Museum of World War II Aviation,Brewster F3A-1 N4634,BuNo 04634 | crashed in a swamp near MCAS Cherry Point 19 December 1944 | salvaged 1990-91 | restored by Ezell Aviation | first flight 4 July 2018 | arrived 27 September 2018 | the only airworthy Brewster-built Corsair | Slattery loan,BuNo 04634,,crashed in a swamp near MCAS Cherry Point 19 December 1944; salvaged 1990-91; restored by Ezell Aviation; first flight 4 July 2018; arrived 27 September 2018; the only airworthy Brewster-built Corsair; Slattery loan,False
8030,Colorado,National Museum of World War II Aviation,Canadian Vickers PBY-5A N427CV,Canso A c/n CV-427 | RCAF 11089 taken on charge 3 June 1944 | anti-submarine patrols from Reykjavik | ex-CF-PQO Quebec tanker 715 | stored Rand South Africa 1999-2010 | ferried to the US 2013 | flies in a USN scheme | Slattery loan | airworthy,,,Canso A c/n CV-427; RCAF 11089 taken on charge 3 June 1944; anti-submarine patrols from Reykjavik; ex-CF-PQO Quebec tanker 715; stored Rand South Africa 1999-2010; ferried to the US 2013; flies in a USN scheme; Slattery loan; airworthy,False
8049,Colorado,National Museum of World War II Aviation,Cessna A-37-A N370ML,USAF 67-14510 converted from T-37B 55-4312 c/n 40026 | ex-Lone Star Flight Museum | flies as 14510/EK | Greatest Generation Naval Museum loan | airworthy,,,USAF 67-14510 converted from T-37B 55-4312 c/n 40026; ex-Lone Star Flight Museum; flies as 14510/EK; Greatest Generation Naval Museum loan; airworthy,False
8047,Colorado,National Museum of World War II Aviation,Cessna L-19 N305MV,O-1 | Cessna 305A c/n 22455 | Greatest Generation Naval Museum loan | airworthy,O-1,,Cessna 305A c/n 22455; Greatest Generation Naval Museum loan; airworthy,False
8052,Colorado,National Museum of World War II Aviation,Consolidated Vultee SNV-1 N9525H,c/n 2919 | BT-13 type | museum-owned since 2016 | restoration project,c/n 2919,,BT-13 type; museum-owned since 2016; restoration project,False
8043,Colorado,National Museum of World War II Aviation,Curtiss SB2C-1A N75552,BuNo 75552 | built as A-25A 42-80387 and diverted to the USMC | dumped in Lake Washington 1945 | salvaged about 1983 | WestPac restoration with first post-restoration flight 8 August 2024 | one of three airworthy Helldivers | Slattery loan,BuNo 75552,,built as A-25A 42-80387 and diverted to the USMC; dumped in Lake Washington 1945; salvaged about 1983; WestPac restoration with first post-restoration flight 8 August 2024; one of three airworthy Helldivers; Slattery loan,False
8058,Colorado,National Museum of World War II Aviation,Douglas A2D-1,probably XA2D-1 BuNo 125485 c/n 7596 the Slattery-collection Skyshark ex-Chino and Gillespie Field | identity at Colorado Springs not directly confirmed | turboprop attack prototype,,,probably XA2D-1 BuNo 125485 c/n 7596 the Slattery-collection Skyshark ex-Chino and Gillespie Field; identity at Colorado Springs not directly confirmed; turboprop attack prototype,False
8042,Colorado,National Museum of World War II Aviation,Douglas AD-5 N39147,BuNo 132683 | A-1E | c/n 9540 | flown out of South Vietnam to U-Tapao 29 April 1975 | recovered by Tallichet 1979 | flies in SVNAF camouflage | Greatest Generation Naval Museum loan | airworthy,BuNo 132683 | A-1E | c/n 9540,,flown out of South Vietnam to U-Tapao 29 April 1975; recovered by Tallichet 1979; flies in SVNAF camouflage; Greatest Generation Naval Museum loan; airworthy,False
